GENE	Sample1
DDIAS	6
UQCC3	10
C11orf84	25
C11orf85	0
C11orf86	0
C11orf87	30
C11orf88	5
VSTM5	0
COLCA2	4
C11orf94	0
C11orf95	26
MYRF	173
C12orf10	25
ASUN	35
CCER1	0
TMEM263	36
FAM216A	12
METTL25	16
HNF1A-AS1	16
C12orf29	18
RHNO1	22
FAM222A	22
KIAA1551	112
SPX	7
C12orf40	8
KANSL2	16
C12orf42	0
C12orf43	23
ATG101	28
C12orf45	7
MAPKAPK5-AS1	8
PARPBP	3
C12orf49	97
C12orf4	49
C12orf50	38
HECTD4	200
RITA1	17
PIANP	3
C12orf54	0
C12orf56	0
C12orf57	32
TMEM52B	5
TIGAR	70
C12orf60	0
COX14	13
C12orf65	22
C12orf66	9
CCDC184	2
SMCO3	0
SMCO2	2
C12orf71	0
METTL20	7
C12orf73	12
C12orf74	2
C12orf75	11
C12orf76	28
RGCC	45
TEX29	0
KIAA0226L	43
SPRYD7	36
PROSER1	33
TEX26	1
TEX30	7
SPACA7	0
LINC00346	83
FAM216B	2
LACC1	57
MEDAG	3
BORA	10
SERTM1	0
MZT1	10
CCDC169	4
METTL21C	0
TMEM260	62
NRDE2	34
DNAAF2	10
C14orf105	2
MIS18BP1	73
TMEM251	15
VRTN	1
GPATCH2L	78
C14orf119	32
DTD2	43
GSKIP	23
PCNXL4	75
VCPKMT	10
C14orf142	8
EFCAB11	7
CEP128	22
SPTSSA	48
NOXRED1	2
L3HYPDH	31
APOPT1	15
SLIRP	14
C14orf159	91
CCDC177	2
LRRC74A	2
C14orf166	55
DHRS4-AS1	40
C14orf169	18
SAMD15	4
TMEM253	1
C14orf177	0
C14orf178	3
IFT43	7
C14orf180	1
LINC01588	23
C14orf1	14
NOP9	21
LINC01551	4
C14orf28	12
C14orf2	42
KTN1-AS1	4
C14orf37	27
C14orf39	0
ELMSAN1	92
BBOF1	14
LINC00521	0
SYNE3	34
IRF2BPL	80
PPP1R36	1
LINC00238	1
LINC01550	44
SLC25A47	0
LINC00523	0
LINC00239	0
EXOC3L4	0
C14orf79	13
C14orf80	10
FAM181A-AS1	2
C14orf93	8
FAM219B	63
KNSTRN	24
EMC7	32
CFAP161	3
TMEM266	23
KATNBL1	48
NPAP1	10
FAM227B	1
HEXA-AS1	9
ARPIN	30
C15orf39	29
C15orf40	36
C15orf41	5
TICRR	6
C15orf43	3
VWA9	32
C15orf48	4
DNM1P46	5
C15orf52	85
C15orf53	0
NUTM1	0
C15orf57	20
GDPGP1	6
C15orf59	11
REC114	0
C15orf61	4
C15orf62	7
HYPK	20
PRR35	0
C16orf13	22
TSR3	39
C16orf45	52
C16orf46	7
ENKD1	14
C16orf52	36
PAGR1	31
C16orf54	9
SPATA33	20
USB1	23
C16orf58	63
C16orf59	3
CDIP1	51
CMC2	13
C16orf62	80
FOPNL	59
METTL22	37
C16orf70	46
C16orf71	2
C16orf72	119
MEIOB	0
C16orf74	1
RMI2	3
C16orf78	0
BRICD5	8
VPS9D1	12
CFAP20	19
LINC00304	0
C16orf86	1
C16orf87	4
KNOP1	25
C16orf89	24
C16orf90	0
C16orf91	4
C16orf92	0
CCDC189	5
C17orf100	4
OGFOD3	10
NATD1	23
MEIOC	18
C17orf105	0
TEN1	6
C17orf107	9
LYRM9	12
HID1	36
MIEN1	48
GID4	18
TEFM	14
LINC00324	1
SPATA32	2
C17orf47	1
ADPRM	5
C17orf49	12
C17orf50	1
C17orf51	36
C17orf53	5
ENTHD2	27
EFCAB13	29
C17orf58	5
BORCS6	15
MILR1	7
TMEM256	19
C17orf62	94
FAM222B	27
C17orf64	0
ASB16-AS1	10
HEATR9	1
C17orf67	1
CTC1	29
CRHR1-IT1	49
FAAP100	22
SMG8	28
PRR29	1
C17orf74	0
C17orf75	11
LRRC75A	5
C17orf78	4
COPRS	38
C17orf80	31
ELP5	19
NCBP3	48
SNHG20	16
SCIMP	36
FAM215A	0
C17orf89	4
OXLD1	17
MIR22HG	3
PRAC2	0
METTL23	19
C17orf96	6
C17orf97	1
C17orf98	0
C17orf99	8
TPGS2	41
FAM210A	28
LDLRAD4	95
LINC00305	0
C18orf21	14
RBFA	24
C18orf25	54
DYNAP	9
C18orf32	41
CCDC178	0
TMEM241	25
C18orf54	4
TIMM21	10
SMIM21	2
C18orf8	26
MYDGF	40
C19orf12	30
C19orf18	10
TPGS1	8
MISP	2
R3HDM4	26
C19orf24	14
C19orf25	29
CBARP	0
MFSD12	75
CACTIN	11
URI1	66
MIR7-3HG	2
C19orf33	3
CSNK1G2-AS1	2
C19orf35	13
IZUMO4	1
C19orf38	3
SWSAP1	21
FAAP24	2
IZUMO2	0
SMIM7	54
C19orf43	54
C19orf44	10
C19orf45	0
SYNE4	12
C19orf47	22
C19orf48	17
KXD1	68
DNAAF3	1
C19orf52	16
C19orf53	35
C19orf54	13
PROSER3	5
WDR83OS	35
C19orf57	2
MCEMP1	0
C19orf60	58
SMG9	26
BABAM1	57
EMC10	74
C19orf66	43
ERICH4	0
TMEM259	73
C19orf70	26
C19orf71	13
C19orf73	2
SIGLECL1	0
ADM5	1
SMIM24	0
C1D	17
C1GALT1C1	24
C1GALT1	33
C1QA	330
C1QBP	41
C1QB	810
C1QC	491
C1QL1	6
C1QL2	2
C1QL3	0
C1QL4	0
C1QTNF1	17
C1QTNF2	20
C1QTNF3	20
C1QTNF4	3
C1QTNF6	26
C1QTNF7	4
C1QTNF8	1
C1QTNF9B	0
C1QTNF9	0
C1RL	52
C1R	199
C1S	169
C1orf100	0
C1orf101	5
LRIF1	43
C1orf105	0
C1orf106	28
DIEXF	44
C1orf109	31
CCDC190	0
C1orf111	1
C1orf112	48
SH3D21	23
CCDC181	8
C1orf115	21
C1orf116	30
C1orf122	28
C1orf123	14
SPRTN	34
AXDND1	3
TMEM51-AS1	31
C1orf127	2
PITHD1	60
MROH9	8
NCMAP	32
C1orf131	22
AUNIP	3
C1orf141	0
SZRD1	101
C1orf146	0
SHCBP1L	0
GCSAML	9
MINOS1	13
PFN1P2	41
METTL18	9
C1orf158	0
C1orf159	10
MAB21L3	16
C1orf162	32
COA7	18
C1orf168	2
PERM1	2
KDF1	3
ERICH3	13
C1orf174	24
MROH7	39
LEXM	2
LINC01555	1
TSACC	1
FAM212B	10
C1orf185	0
C1orf186	14
DRAXIN	1
C1orf189	0
LURAP1	23
CFAP126	4
C1orf194	2
C1orf198	189
PIK3CD-AS1	0
STPG1	19
ATP1A1-AS1	4
C1orf204	3
C1orf210	0
SMIM12	42
C1orf216	41
C1orf21	96
C1orf220	5
TEX38	0
C1orf226	16
SPATA45	0
C1orf228	4
RIIAD1	2
TRMT1L	49
SWT1	40
C1orf27	57
COA6	6
C1orf35	12
THEMIS2	107
C1orf43	204
TEX35	6
C1orf50	10
CIART	1
C1orf52	11
C1orf53	1
C1orf54	4
SDE2	57
C1orf56	11
NTPCR	35
BROX	46
HENMT1	8
C1orf61	84
RSRP1	114
C1orf64	11
CCDC185	0
RRNAD1	21
C1orf68	0
IBA57	57
TMEM240	4
C1orf74	3
CHTOP	105
TCEANC2	36
GLMP	45
FAAP20	11
C1orf87	1
PIFO	10
RSG1	2
TMEM234	11
LRRC71	3
FAM213B	20
C1orf94	0
C1orf95	8892
CCSAP	81
SUCO	118
LAMP5	5
FAM209A	0
FAM209B	0
FAM210B	81
OSER1	43
NOL4L	36
BPIFB1	12
SOGA1	99
TLDC2	10
GID8	96
OCSTAMP	0
DZANK1	22
MROH8	5
ACTL10	1
ABHD16B	6
C20orf141	0
C20orf144	0
RBBP8NL	1
CNBD2	0
CCM2L	5
SPATA25	1
C20orf173	1
FAM217B	36
BPIFB3	0
BPIFB4	0
NCOR1P1	0
C20orf194	180
C20orf195	0
C20orf196	3
ZFAS1	32
LKAAEAR1	0
C20orf202	0
MRGBP	13
C20orf24	50
CFAP61	9
C20orf27	22
AP5S1	18
TMEM230	84
APMAP	95
RTFDC1	110
TMEM74B	0
AAR2	53
SLC52A3	13
LINC00261	8
BPIFA2	0
BPIFA3	0
MGME1	29
SCP2D1	0
NDUFAF5	5
C20orf85	0
SLX4IP	11
C20orf96	6
URB1-AS1	3
ZNF295-AS1	2
SSR4P1	4
LINC00319	0
UMODL1-AS1	0
LINC00479	0
LINC00323	0
LINC00320	17
TSPEAR	4
C21orf2	32
C21orf33	60
MIR99AHG	25
MIS18A	10
LINC01548	0
SPATC1L	6
YBEY	5
C21orf58	8
C21orf59	20
C21orf62	70
EVA1C	25
LINC01547	3
FAM207A	36
MAP3K7CL	9
ANKRD20A11P	77
LINC00310	2
LINC00313	0
B3GALT5-AS1	9
C21orf91	48
LINC00314	10
GUCD1	107
C22orf15	1
C22orf23	9
TANGO2	63
PRR34	2
MORC2-AS1	12
RTCB	73
C22orf29	47
PRR14L	144
C22orf31	0
SMDT1	12
TEX33	0
C22orf34	23
LRRC75B	12
C22orf39	63
CDPF1	5
SYCE3	0
C22orf42	0
DRICH1	4
ADORA2A-AS1	3
C22orf46	24
KIAA0930	317
C2CD2L	24
C2CD2	59
C2CD3	85
C2CD4A	6
C2CD4B	8
C2CD4C	3
C2CD4D	5
CYP4F30P	19
C2orf15	12
C2orf16	8
SLC35F6	176
CNPPD1	37
ATRAID	56
CNOT11	28
CAMKMT	8
DRC1	3
GCFC2	34
C2orf40	0
C2orf42	25
LDAH	19
C2orf44	15
C2orf47	9
C2orf49	11
C2orf50	2
TEX37	0
LINC00471	11
PRR30	0
C2orf54	4
KIAA1211L	9
NDUFAF7	20
C2orf57	0
CYP1B1-AS1	4
TYW5	45
C2orf61	0
CATIP	1
CLHC1	16
COA5	27
M1AP	2
C2orf66	0
KANSL1L	93
C2orf68	48
C2orf69	37
C2orf70	1
C2orf71	1
C2orf72	79
C2orf73	2
C2orf74	16
C2orf76	7
CCDC173	78
C2orf78	0
PTRHD1	16
PRADC1	10
C2orf80	0
C2orf81	1
C2orf82	7
C2orf83	5
FAM228A	0
RTP5	0
WDPCP	20
C2orf88	16
TRABD2A	5
C2	114
C3AR1	68
BRK1	62
C3orf14	6
MAATS1	24
ANKUB1	1
C3orf17	58
C3orf18	19
CCDC174	30
TIMMDC1	50
C3orf20	1
XXYLT1	9
C3orf22	0
TCAIM	43
FANCD2OS	0
CMSS1	24
LINC01565	7
C3orf30	0
TAMM41	24
SSUH2	6
C3orf33	8
CEP19	15
C3orf36	0
HMCES	20
C3orf38	37
POMGNT2	26
LINC00852	6
SMCO1	0
LSMEM2	3
PP2D1	1
ERC2-IT1	2
C3orf52	27
FAM212A	1
PQLC2L	3
SPTSSB	7
C3orf58	72
MB21D2	12
C3orf62	33
FAM208A	235
EOGT	46
IGF2BP2-AS1	5
LINC00488	1
C3orf67	4
C3orf70	53
ARIH2OS	14
FOXL2NB	20
ELP6	24
TOPAZ1	1
C3	1668
C4A	2316
C4BPA	6
C4BPB	15
NOP14-AS1	15
LINC00575	0
WDFY3-AS2	1
NOA1	16
C4orf17	0
C4orf19	11
ZGRF1	25
C4orf22	0
TRMT44	13
C4orf26	0
C4orf27	14
ABHD18	27
NDNF	16
C4orf32	6
C4orf33	16
SMIM14	64
CABS1	0
C4orf36	0
STPG2	1
WWC2-AS2	0
FAM218A	1
C4orf3	111
PRR27	5
TRAPPC11	105
TMA16	7
MSANTD1	2
C4orf45	1
C4orf46	9
C4orf47	2
C4orf48	12
MGARP	1
C4orf51	0
SMIM20	12
LINC01587	0
FDCSP	0
C5AR1	64
NREP	44
C5orf15	43
DCANP1	1
C5orf22	63
C5orf24	98
SIMC1	24
C5orf28	15
C5orf30	21
CYSTM1	24
NADK2	87
C5orf34	8
SETD9	3
KIAA0825	170
C5orf38	4
ANXA2R	7
FNDC9	1
CREBRF	164
C5orf42	191
SMIM15	46
TRAPPC13	28
C5orf45	4
C5orf46	0
C5orf47	0
TEX43	0
C5orf49	5
FAXDC2	30
C5orf51	110
C5orf52	0
IGIP	54
ZBED8	22
C5orf58	2
SMIM3	13
C5	19
ADGB	28
ADTRP	47
C6orf106	216
DNPH1	9
C6orf10	0
ABRACL	18
C6orf118	0
C6orf120	37
LINC00242	0
LINC01558	0
MLLT4-AS1	1
UQCC2	45
CLPSL2	0
CLPSL1	3
CCDC167	3
OARD1	10
C6orf132	5
ATAT1	15
C6orf136	11
PTCHD4	7
C6orf141	5
MLIP	4
PXDC1	38
FAM217A	0
MB21D1	4
RRP36	14
LRRC73	1
C6orf15	0
SMIM8	15
C6orf163	11
CFAP206	1
MMS22L	24
FAXC	17
TBC1D32	46
SOGA3	140
LINC00473	2
CEP57L1	22
METTL24	5
TMEM244	0
SLC18B1	84
LINC01600	1
C6orf1	38
C6orf201	1
C6orf203	5
CEP85L	42
LINC00574	4
ARMT1	28
LINC00271	3
KHDC3L	0
C6orf222	0
C6orf223	68
FAM229B	38
C6orf226	1
LINC00336	2
C6orf25	0
SAPCD1	1
VWA7	6
TMEM242	22
LINC00240	16
C6orf47	39
C6orf48	27
C6orf52	2
SDHAF4	7
C6orf58	0
AGPAT4-IT1	8
C6orf62	211
SAYSD1	22
ERMARD	21
GINM1	45
ARMC12	7
C6orf89	153
ZC2HC1B	0
CCDC170	21
C6	0
SUGCT	0
MPLKIP	13
LINC01006	8
PPP1R17	11
TMEM243	12
C7orf25	23
C7orf26	10
BRAT1	34
CCZ1	74
CCZ1B	89
ZBED6CL	3
MALSU1	11
C7orf31	5
C7orf33	0
C7orf34	1
YAE1D1	13
MTURN	945
TMEM248	112
C7orf43	21
COA1	53
SSMEM1	0
FAM221A	125
PPP1R35	1
C7orf49	43
LINC00244	0
C7orf50	59
NYAP1	10
NAT16	1
LSMEM1	2
SND1-IT1	10
C7orf55	0
C7orf57	0
CPED1	29
LAMTOR4	38
C7orf60	21
C7orf61	1
CFAP69	1
RBM48	29
HILPDA	108
FAM220A	13
C7orf72	0
C7	93
C8A	0
C8B	2
C8G	0
TMEM249	1
FAM167A-AS1	1
C8orf22	0
HGH1	32
C8orf33	65
C8orf34	5
C8orf37	15
NDUFAF6	34
RBM12B-AS1	7
SMIM19	22
TTI2	11
TDRP	9
C8orf44	11
MCMDC2	9
C8orf46	29
ERICH5	0
C8orf48	0
C8orf4	16
RHPN1-AS1	5
THEM6	44
BAALC-AS2	2
C8orf58	3
C8orf59	24
LINC00588	0
MROH6	10
C8orf74	0
LINC00589	0
C8orf76	27
ZNF252P-AS1	13
KIAA1456	64
NUGGC	28
TRIQK	44
SBSPON	38
AARD	4
C8orf86	9
ARHGEF39	29
ERCC6L2	63
IDNK	11
FAM225A	14
FAM225B	0
C9orf114	23
C9orf116	5
CFAP157	3
SWI5	10
EQTN	0
TMEM261	22
TMEM246	22
FAM221B	6
C9orf129	0
LINC00476	46
C9orf131	30
C9orf135	0
SAPCD2	13
C9orf142	17
FAM205A	3
LURAP1L	23
C9orf152	18
C9orf153	0
TRMO	20
TOR4A	17
CYSRT1	1
C9orf16	22
CFAP77	0
C9orf172	1
C9orf173	0
AAED1	15
RPP25L	13
C9orf24	0
FAM219A	43
MSANTD3	27
ARRDC1-AS1	6
C9orf3	81
C9orf40	7
CARNMT1	17
C9orf43	2
MIR600HG	32
PLGRKT	9
C9orf47	7
FRRS1L	7
C9orf50	0
C9orf57	3
TMEM245	205
C9orf64	25
C9orf66	28
SPATA6L	47
C9orf69	30
FAM206A	22
GLIS3-AS1	2
TMEM252	0
C9orf72	77
C9orf78	91
SPATA31E1	1
CACFD1	26
INIP	23
CAAP1	22
C9orf84	29
C9orf85	23
RABL6	111
CARD19	14
C9orf91	65
CCDC171	24
NMRK1	25
STKLD1	6
AK8	7
C9orf9	21
C9	0
CA10	8
CA11	13
CA12	56
CA13	6
CA14	14
CA1	0
CA2	97
CA3	4
CA4	0
CA5A	2
CA5BP1	19
CA5B	41
CA6	0
CA7	1
CA8	8
CA9	0
CAB39L	74
CAB39	218
ADCK3	72
CABIN1	147
CABLES1	38
CABLES2	14
CABP1	1
CABP2	0
CABP4	0
CABP5	0
CABP7	3
CABYR	10
CACHD1	53
CACNA1A	25
CACNA1B	34
CACNA1C	73
CACNA1D	90
CACNA1E	24
CACNA1F	10
CACNA1G	35
CACNA1H	67
CACNA1I	4
CACNA1S	2
CACNA2D1	27
CACNA2D2	7
CACNA2D3	15
CACNA2D4	0
CACNB1	6
CACNB2	24
CACNB3	12
CACNB4	126
CACNG1	1
CACNG2	6
CACNG3	1
CACNG4	19
CACNG5	3
CACNG6	0
CACNG7	5
CACNG8	0
CACYBP	118
CADM1	165
CADM2	88
CADM3	149
CADM4	111
CADPS2	39
CADPS	147
CAD	66
CAGE1	2
CALB1	5
CALB2	11
CALCA	0
CALCB	0
CALCOCO1	112
CALCOCO2	143
CALCRL	71
CALCR	0
CALD1	143
CALHM1	0
CALHM2	24
CALHM3	0
CALM1	1520
CALM3	201
CALML3	0
CALML4	21
CALML5	19
CALML6	4
CALN1	40
CALR3	0
CALR	538
CALU	144
CALY	11
CAMK1D	29
CAMK1G	3
CAMK1	23
CAMK2A	58
CAMK2B	66
CAMK2D	174
CAMK2G	131
CAMK2N1	72
CAMK2N2	6
CAMK4	10
CAMKK1	17
CAMKK2	80
CAMKV	26
CAMLG	58
CAMP	1
CAMSAP2	208
CAMSAP1	113
CAMTA1	90
CAMTA2	45
CAND1	170
CAND2	13
CANT1	74
CANX	1067
CAP1	362
CAP2	35
CAPG	375
CAPN10	29
CAPN11	0
CAPN12	2
CAPN13	113
CAPN14	1
CAPN1	99
CAPN2	309
CAPN3	89
CAPN5	31
CAPN6	1
CAPN7	93
CAPN8	4
CAPN9	9
CAPNS1	104
CAPNS2	1
CAPRIN1	373
CAPRIN2	48
CAPS2	12
CAPSL	0
CAPS	30
CAPZA1	169
CAPZA2	175
CAPZA3	0
CAPZB	109
CARD10	6
CARD11	26
CARD14	75
CARD16	14
CARD17	2
CARD18	0
CARD6	31
CARD8	95
CARD9	7
CARHSP1	39
CARKD	63
CARM1	36
CARNS1	99
CARS2	47
CARS	57
CARTPT	9
CASC1	0
CASC2	13
CASC3	117
CASC4	252
CASC5	16
CASD1	54
CASKIN1	21
CASKIN2	23
CASK	90
CASP10	70
CASP14	14
CASP1	44
CASP2	36
CASP3	38
CASP4	57
CASP5	3
CASP6	20
CASP7	23
CASP8AP2	78
CASP8	44
CASP9	18
CASQ1	0
CASQ2	3
CASR	7
CASS4	7
CAST	221
CASZ1	50
CATSPER1	1
CATSPER2P1	10
CATSPER2	16
CATSPER3	2
CATSPER4	0
CATSPERB	15
CATSPERG	2
CAT	113
CAV1	48
CAV2	42
CAV3	0
MICU1	80
CBFA2T2	109
CBFA2T3	3
CBFB	68
CBLB	63
CBLC	4
CBLL1	34
CBLN1	0
CBLN2	0
CBLN3	1
CBLN4	4
CBL	173
CBR1	92
CBR3	5
CBR4	45
CBS	51
CBWD1	222
CBWD2	92
CBWD3	417
CBWD5	0
CBWD7	72
CBX1	40
CBX2	12
CBX3	146
CBX4	35
CBX5	347
CBX6	66
CBX7	72
CBX8	8
CBY1	11
CC2D1A	59
CC2D1B	63
CC2D2A	31
CC2D2B	13
CCAR1	179
CCBE1	5
CCBL1	48
CCBL2	30
ACKR2	60
SGF29	11
CCDC102A	2
CCDC102B	16
FAM187A	21
CFAP36	26
CCDC105	0
CCDC106	5
CCDC107	12
CFAP65	1
MCU	24
CCDC109B	29
CCDC110	3
PRIMPOL	16
CCDC112	16
CCDC113	38
CCDC114	2
CCDC115	33
CCDC116	0
CCDC117	45
CFAP53	3
CCDC120	28
CCDC121	20
CCDC122	40
CEP89	30
CCDC124	25
CCDC125	135
CCDC126	16
CCDC127	35
CCDC129	3
CCDC12	12
CCDC130	29
VPS50	68
CCDC134	7
DRC7	1
CCDC136	40
CCDC137	26
CCDC138	5
CCDC13	9
CCDC140	0
CCDC141	9
CCDC142	41
CCDC144A	148
CCDC144B	424
CCDC144NL	7
CCDC146	22
CFAP58	0
CCDC148	5
CCDC149	44
CCDC14	84
CCDC150	28
CCDC151	7
CCDC152	42
CCDC153	0
CCDC154	5
CCDC155	0
CCDC157	5
CCDC158	6
CCDC159	28
CCDC15	2
CCDC160	5
CCDC17	0
CCDC18	10
CFAP45	1
CEP85	33
CCDC22	20
SVBP	6
CCDC24	17
CCDC25	42
CCDC27	0
CCDC28A	21
CCDC28B	2
CCDC30	39
CCDC33	0
CCDC34	9
CCDC36	8
CFAP100	2
CCDC38	0
CCDC39	6
CCDC3	21
CCDC40	29
CEP83	33
CFAP73	3
CCDC42	0
CCDC43	24
CEP95	52
CEP112	24
CCDC47	186
EFCC1	0
CCDC50	115
CCDC51	20
SPICE1	190
CCDC53	33
CCDC54	0
NSRP1	44
COA3	16
CCDC57	79
CCDC58	5
CCDC59	15
CCDC60	0
CCDC61	10
CCDC62	18
CCDC63	0
CCDC64B	29
CCDC64	30
CCDC65	2
CCDC66	49
CCDC67	0
CCDC68	3
CCDC69	32
CCDC6	204
CCDC70	0
CCDC71	19
TMA7	118
CCDC73	6
CCDC74A	14
CCDC74B	0
GPATCH11	18
TRMT13	26
CCDC77	10
CCDC78	11
CCDC79	0
CCDC80	38
CCDC81	5
CCDC82	57
CCDC83	3
CCDC84	9
CCDC85A	19
CCDC85B	11
CCDC85C	66
CCDC86	5
CCDC87	1
CCDC88A	515
CCDC88B	40
CCDC88C	54
CCDC89	6
CCDC8	11
MCUR1	22
CCDC90B	28
CCDC91	55
CCDC92	40
CCDC93	111
CCDC94	15
CCDC96	0
CCDC97	17
SPDL1	10
CCDC9	23
CCHCR1	7
CCIN	0
CCKAR	0
CCKBR	0
CCK	2
CCL11	0
CCL13	1
CCL14	1
CCL15	0
CCL16	22
CCL17	0
CCL18	72
CCL19	3
CCL1	0
CCL20	0
CCL21	0
CCL22	3
CCL23	0
CCL24	1
CCL25	0
CCL26	0
CCL27	0
CCL28	39
CCL2	34
CCL3L1	0
CCL3L3	0
CCL3	7
CCL4L2	4
CCL4	15
CCL5	18
CCL7	0
CCL8	6
CCM2	44
CCNA1	1
CCNA2	14
CCNB1IP1	33
CCNB1	15
CCNB2	4
CCNB3	1
CCNC	76
CCND1	72
CCND2	58
CCND3	58
CCNDBP1	59
CCNE1	3
CCNE2	17
CCNF	9
CCNG1	92
CCNG2	79
CCNH	43
CCNI2	4
CCNI	211
CCNJL	6
CCNJ	13
CCNK	34
CCNL1	134
CCNL2	145
CCNO	2
CCNT1	24
CCNT2	90
CCNYL1	38
CCNY	119
CCPG1	186
CCR10	2
CCR1	66
CCR2	7
CCR3	1
CCR4	0
CCR5	6
CCR6	5
CCR7	0
CCR8	0
CCR9	5
ACKR4	5
CCRL2	15
NOCT	23
CCS	23
CCT2	87
CCT3	230
CCT4	136
CCT5	151
CCT6A	135
CCT6B	3
CCT7	88
CCT8L2	0
CCT8	127
CD101	2
CD109	126
CD14	267
CD151	97
CD160	7
CD163L1	8
CD163	895
CD164L2	0
CD164	427
CD177	0
CD180	37
CD19	0
CD1A	0
CD1B	0
CD1C	0
CD1D	5
CD1E	0
CD200R1L	0
CD200R1	0
CD200	13
CD207	0
CD209	37
CD226	6
CD22	28
CD244	4
CD247	5
CD248	3
CD24	428
CD274	2
CD276	51
CD27	1
CD28	8
CD2AP	105
CD2BP2	78
CD2	2
CD300A	33
CD300C	6
CD300E	0
CD300LB	1
CD300LD	0
CD300LF	45
CD300LG	6
CD302	62
CD320	11
CD33	10
CD34	15
CD36	65
CD37	83
CD38	17
CD3D	1
CD3EAP	37
CD3E	3
CD3G	16
CD40LG	1
CD40	14
CD44	660
CD46	383
CD47	591
CD48	22
CD4	77
CD52	31
CD53	122
CD55	45
CD58	11
CD59	623
CD5L	0
CD5	0
CD63	429
CD68	476
CD69	5
CD6	5
CD70	0
CD72	29
CD74	2244
CD79A	0
CD79B	0
CD7	0
CD80	9
CD81	720
CD82	101
CD83	46
CD84	168
CD86	57
CD8A	14
CD8B	2
CD93	91
CD96	8
ADGRE5	38
CD99L2	121
CD99	171
CD9	225
CDADC1	10
CDAN1	24
CDA	5
CDC123	58
CDC14A	22
CDC14B	61
CDC16	87
CDC20B	5
CDC20	4
CDC23	34
CDC25A	2
CDC25B	51
CDC25C	1
CDC26	15
CDC27	191
CDC34	33
CDC37L1	22
CDC37	109
CDC40	68
CDC42BPA	204
CDC42BPB	282
CDC42BPG	15
CDC42EP1	53
CDC42EP2	15
CDC42EP3	30
CDC42EP4	149
CDC42EP5	7
CDC42SE1	152
CDC42SE2	85
CDC42	360
CDC45	2
CDC5L	95
CDC6	9
CDC73	122
CDC7	17
CDCA2	4
CDCA3	3
CDCA4	8
CDCA5	2
CDCA7L	20
CDCA7	5
CDCA8	5
CDCP1	93
CDCP2	0
CDH10	10
CDH11	56
CDH12	3
CDH13	20
CDH15	1
CDH16	0
CDH17	1
CDH18	11
CDH19	20
CDH1	64
CDH20	43
CDH22	0
CDH23	71
CDH24	6
CDH26	12
CDH2	116
CDH3	9
CDH4	6
CDH5	42
CDH6	19
CDH7	4
CDH8	12
CDH9	1
CDHR1	2
CDHR2	0
CDHR3	16
CDHR4	44
CDHR5	3
CDIPT	48
CDK10	17
CDK11A	56
CDK11B	29
CDK12	139
CDK13	149
CDK14	82
CDK15	0
CDK16	87
CDK17	112
CDK18	80
CDK19	73
CDK1	12
CDK20	9
CDK2AP1	78
CDK2AP2	25
CDK2	11
TEN1-CDK3	12
CDK4	36
CDK5R1	37
CDK5R2	4
CDK5RAP1	47
CDK5RAP2	150
CDK5RAP3	112
CDK5	8
CDK6	111
CDK7	25
CDK8	12
CDK9	39
CDKAL1	63
CDKL1	4
CDKL2	12
CDKL3	28
CDKL4	0
CDKL5	28
CDKN1A	111
CDKN1B	58
CDKN1C	19
CDKN2AIPNL	27
CDKN2AIP	32
CDKN2A	4
CDKN2B-AS1	7
CDKN2B	33
CDKN2C	6
CDKN2D	7
CDKN3	3
CDNF	0
CDO1	15
CDON	27
CDR1	146
CDR2L	40
CDR2	42
CDRT15	0
CDRT1	11
CDRT4	7
CDS1	35
CDS2	132
CDSN	5
CDT1	20
CDV3	242
CDX1	2
CDX2	0
CDX4	0
CDY1B	0
CDY1	0
CDY2B	0
CDYL2	17
CDYL	87
CEACAM16	0
CEACAM19	2
CEACAM1	38
CEACAM20	0
CEACAM21	12
CEACAM22P	17
CEACAM3	0
CEACAM4	0
CEACAM5	12
CEACAM6	44
CEACAM7	0
CEACAM8	5
CEBPA	126
CEBPB	114
CEBPD	143
CEBPE	0
CEBPG	83
CEBPZ	80
CECR1	248
CECR2	50
CECR5-AS1	1
CECR5	27
CECR6	2
CECR7	8
CELA1	0
CELA2A	0
CELA2B	0
CELA3A	0
CELA3B	0
CELF1	225
CELF2	226
CELF3	6
CELF4	34
CELF5	7
CELF6	27
CELSR1	83
CELSR2	152
CELSR3	30
CEL	0
CEMP1	14
CEND1	20
CENPA	4
CENPBD1	13
CENPB	87
CENPC	79
CENPE	28
CENPF	55
CENPH	3
CENPI	8
CENPJ	29
CENPK	2
CENPL	6
CENPM	1
CENPN	44
CENPO	11
CENPP	5
CENPQ	3
CENPT	17
CENPV	6
CENPW	2
CNTRL	57
CEP120	50
CEP135	50
CEP152	25
CEP164	39
CEP170P1	8
CEP170	472
CEP192	210
CEP250	62
CEP290	68
CEP350	353
CEP55	20
CEP57	51
CEP63	72
CEP68	58
CEP70	43
CEP72	19
CEP76	14
CEP78	33
CEP97	54
CEPT1	71
CER1	0
CERCAM	227
CERKL	7
CERK	80
CES1	10
CES2	47
CES3	30
CES1P1	0
CES5A	2
CES4A	34
CETN1	0
CETN2	36
CETN3	7
CETP	1
CFB	57
CFC1B	0
CFDP1	39
CFD	60
CFHR1	0
CFHR2	0
CFHR3	0
CFHR4	0
CFHR5	0
CFH	118
CFI	53
CFL1	381
CFL2	58
CFLAR	208
CFL1P1	11
CFP	6
CFTR	0
